Name,Website,Country,Publisher,Language,Year_Start,panels,Level
Oikos,https://onlinelibrary.wiley.com/journal/16000706,UNITED KINGDOM,John Wiley & Sons,Multiple languages,1949.0,6,2
Omega: international journal of management science,https://www.journals.elsevier.com/omega,UNITED KINGDOM,Elsevier,English,1973.0,16,2
Oncogene,https://www.nature.com/onc/,UNITED KINGDOM,Springer Nature,English,1987.0,11,2
Online journal of issues in nursing,,UNITED STATES,American Nurses Association,English,1996.0,14,2
Onoma: journal of the international council of onomastic sciences,,INTERNATIONAL,International Centre of Onomastics,Multiple languages,1950.0,21,2
Opera quarterly,https://academic.oup.com/oq,UNITED STATES,Oxford University Press,English,1983.0,22,2
Operations research,https://pubsonline.informs.org/journal/opre,UNITED STATES,Institute for Operations Research and the Management Sciences (INFORMS),English,1956.0,16,3
Ophthalmology,https://www.journals.elsevier.com/ophthalmology,UNITED STATES,Elsevier,English,1978.0,13,3
Optical materials express,,UNITED STATES,Optica Publishing Group,English,2011.0,3,2
Optics letters,https://www.osapublishing.org/ol/home.cfm,UNITED STATES,Optical Society,English,1977.0,3,2
Oral diseases,,UNITED KINGDOM,Wiley-Blackwell,English,1995.0,13,2
Oral history review,https://www.tandfonline.com/toc/uohr20/current,UNITED KINGDOM,Taylor & Francis,English,1973.0,23,2
Oral oncology,https://www.journals.elsevier.com/oral-oncology,UNITED KINGDOM,Elsevier,English,1997.0,13,2
Oral tradition,http://journal.oraltradition.org/about/prospective_authors,UNITED STATES,"Center for Hellenic Studies, Trustees for Harvard University",English,1986.0,23,2
Orbis litterarum,https://onlinelibrary.wiley.com/journal/16000730,UNITED KINGDOM,John Wiley & Sons,Multiple languages,1943.0,22,3
Organic and biomolecular chemistry,,UNITED KINGDOM,Royal Society of Chemistry,English,2003.0,4,2
Organic electronics,,NETHERLANDS,Elsevier,English,2000.0,9,2
Organic geochemistry,,UNITED KINGDOM,Pergamon Press,English,1977.0,5,2
Organic letters,https://pubs.acs.org/journal/orlef7,UNITED STATES,American Chemical Society,English,1999.0,4,2
Organised sound,https://www.cambridge.org/core/journals/organised-sound,UNITED KINGDOM,Cambridge University Press,English,1996.0,22,3
Organization,https://journals.sagepub.com/home/org,UNITED KINGDOM,SAGE,English,1994.0,16,3
Organization and environment,https://journals.sagepub.com/home/oae,UNITED STATES,SAGE,English,1997.0,17,2
Organization science,https://pubsonline.informs.org/journal/orsc,UNITED STATES,Institute of Management Sciences,English,1990.0,16,3
Organization studies,https://journals.sagepub.com/home/oss,GERMANY,SAGE,English,1980.0,16,3
Organizational behavior and human decision processes,https://www.journals.elsevier.com/organizational-behavior-and-human-decision-processes,UNITED STATES,Elsevier,English,1985.0,16,3
Organizational research methods,https://journals.sagepub.com/home/orm,UNITED STATES,SAGE,English,1998.0,16,3
Orientalia christiana periodica,http://www.orientaliachristiana.it/orientalia-christiana-periodica.htm,ITALY,Pontificio Istituto Orientale,Multiple languages,1935.0,20,2
Osiris,https://www.journals.uchicago.edu/toc/osiris/current,BELGIUM,Saint Catherine Press,Multiple languages,1936.0,20,3
Osteoarthritis and cartilage,https://www.journals.elsevier.com/osteoarthritis-and-cartilage,UNITED KINGDOM,Elsevier,English,1993.0,12,2
Osteoporosis international,https://www.springer.com/journal/198,UNITED KINGDOM,Springer Nature,English,1990.0,13,2
Oxford art journal,https://academic.oup.com/oaj,UNITED KINGDOM,Oxford University Press,English,1978.0,22,3
Oxford bulletin of economics and statistics,https://onlinelibrary.wiley.com/journal/14680084,UNITED KINGDOM,John Wiley & Sons,English,1973.0,16,2
Oxford economic papers: new series,https://academic.oup.com/oep,UNITED KINGDOM,Oxford University Press,English,1938.0,16,2
Oxford german studies,https://www.tandfonline.com/toc/yogs20/current,UNITED KINGDOM,Taylor & Francis,English,1966.0,22,3
Oxford journal of archaeology,https://onlinelibrary.wiley.com/journal/14680092,UNITED KINGDOM,John Wiley & Sons,English,1982.0,23,2
Oxford journal of legal studies,https://academic.oup.com/ojls,UNITED KINGDOM,Oxford University Press,English,1981.0,19,3
Oxford review of education,https://www.tandfonline.com/toc/core20/current,UNITED KINGDOM,Routledge,English,1975.0,18,2
Pacific philosophical quarterly,https://onlinelibrary.wiley.com/journal/14680114,UNITED STATES,John Wiley & Sons,English,1980.0,20,2
Pacific review,https://www.tandfonline.com/toc/rpre20/current,UNITED KINGDOM,Routledge,English,1988.0,17,2
Packaging technology and science,https://onlinelibrary.wiley.com/journal/10991522,UNITED KINGDOM,John Wiley & Sons,English,1988.0,8,2
Paedagogica historica,https://www.tandfonline.com/toc/cpdh20/current,BELGIUM,Taylor & Francis,Multiple languages,1961.0,23,2
Pain,https://journals.lww.com/pain/pages/default.aspx,NETHERLANDS,Lippincott,English,1975.0,13,3
Palaeogeography palaeoclimatology palaeoecology,,NETHERLANDS,Elsevier,English,1965.0,5,2
Palaeontology,,UNITED KINGDOM,John Wiley & Sons,English,1957.0,5,2
Paleobiology,,UNITED KINGDOM,Cambridge University Press,English,1975.0,5,2
Palliative medicine,,UNITED KINGDOM,SAGE,English,1987.0,12,2
Papers of the british school at rome,https://www.cambridge.org/core/journals/papers-of-the-british-school-at-rome,UNITED KINGDOM,Cambridge University Press,English,1902.0,23,3
Paragraph,https://www.euppublishing.com/loi/para,UNITED KINGDOM,Edinburgh University Press,English,1983.0,22,3
Parallel computing,https://www.journals.elsevier.com/parallel-computing,NETHERLANDS,Elsevier,English,1984.0,2,2
Parliamentary history,https://onlinelibrary.wiley.com/journal/17500206,UNITED KINGDOM,John Wiley & Sons,English,1982.0,23,2
"Parliaments, estates and representation",https://www.tandfonline.com/toc/rper20/current,UNITED KINGDOM,Taylor & Francis,English,1981.0,23,2
Partial answers: journal of literature and the history of ideas,https://www.press.jhu.edu/journals/partial-answers-journal-literature-and-history-ideas,UNITED STATES,Johns Hopkins University Press,English,2003.0,22,3
Particle and fibre toxicology,,UNITED KINGDOM,BioMed Central,English,2004.0,11,2
Party politics,https://journals.sagepub.com/home/ppq,UNITED KINGDOM,SAGE,English,1995.0,19,3
Past and present,https://academic.oup.com/past,UNITED KINGDOM,Oxford University Press,English,1952.0,23,3
Patient education and counseling,,UNITED STATES,Elsevier,English,1983.0,14,2
Pattern recognition,https://www.journals.elsevier.com/pattern-recognition,UNITED KINGDOM,Elsevier,English,1968.0,2,3
Pattern recognition letters,https://www.journals.elsevier.com/pattern-recognition-letters,NETHERLANDS,Elsevier,English,1982.0,2,2
Patterns of prejudice,https://www.tandfonline.com/toc/rpop20/current,UNITED KINGDOM,Taylor & Francis,English,1967.0,23,2
Pediatric allergy and immunology,https://onlinelibrary.wiley.com/journal/13993038,UNITED KINGDOM,John Wiley & Sons,English,1990.0,13,2
Pediatric diabetes,https://onlinelibrary.wiley.com/journal/13995448,DENMARK,Hindawi,English,2000.0,13,2
Pediatric nephrology,https://www.springer.com/journal/467,UNITED STATES,Springer Nature,English,1981.0,13,2
Pediatric research,https://www.nature.com/pr/,UNITED STATES,Springer Nature,English,1967.0,13,2
Pediatrics,https://pediatrics.aappublications.org/,UNITED STATES,American Academy of Pediatrics,English,1948.0,13,3
Performance evaluation,https://www.journals.elsevier.com/performance-evaluation,NETHERLANDS,Elsevier,English,1981.0,2,2
Performance research,https://www.tandfonline.com/toc/rprs20/current,UNITED KINGDOM,Routledge,English,1996.0,22,3
Periodontology 2000,https://onlinelibrary.wiley.com/journal/16000757,DENMARK,John Wiley & Sons,English,1993.0,13,2
Personality and individual differences,https://www.journals.elsevier.com/personality-and-individual-differences,UNITED KINGDOM,Elsevier,English,1980.0,18,2
Personality and social psychology bulletin,https://journals.sagepub.com/home/psp,UNITED STATES,SAGE,English,1975.0,18,3
Personality and social psychology review,https://journals.sagepub.com/home/psr,UNITED STATES,SAGE,English,1997.0,18,3
Personnel psychology,https://onlinelibrary.wiley.com/journal/17446570,UNITED STATES,John Wiley & Sons,English,1948.0,16,2
Persoonia,,NETHERLANDS,Rijksherbarium,English,1959.0,6,2
Perspectives on politics,https://www.cambridge.org/core/journals/perspectives-on-politics,UNITED STATES,Cambridge University Press,English,2003.0,19,3
Perspectives on psychological science,https://journals.sagepub.com/home/pps,UNITED KINGDOM,SAGE,English,2006.0,18,3
Perspectives: studies in translation theory and practice,https://www.tandfonline.com/loi/rmps20,UNITED KINGDOM,Routledge,English,1993.0,21,3
Pervasive and mobile computing,https://www.journals.elsevier.com/pervasive-and-mobile-computing,NETHERLANDS,Elsevier,English,2005.0,2,2
Pest management science,https://onlinelibrary.wiley.com/journal/15264998,UNITED KINGDOM,John Wiley & Sons,English,2000.0,15,2
Pharmaceutical research,https://www.springer.com/journal/11095,UNITED STATES,Springer Science+Business Media,English,1984.0,11,2
Pharmacoeconomics,https://www.springer.com/journal/40273,GERMANY,Springer Nature,English,1991.0,11,2
Pharmacological research,https://www.journals.elsevier.com/pharmacological-research,UNITED KINGDOM,Elsevier,English,1989.0,11,3
Pharmacological reviews,https://pharmrev.aspetjournals.org/,UNITED STATES,American Society for Pharmacology and Experimental Therapeutics,English,1949.0,11,3
Pharmacology and therapeutics,https://www.journals.elsevier.com/pharmacology-and-therapeutics,UNITED STATES,Elsevier,English,1979.0,11,2
Phenomenology and the cognitive sciences,https://www.springer.com/journal/11097,NETHERLANDS,Springer Nature,English,2002.0,20,3
Philological quarterly,https://english.uiowa.edu/philological-quarterly,UNITED STATES,"College of Liberal Arts & Sciences, University of Iowa",English,1922.0,22,3
Philologus,https://www.degruyter.com/journal/key/phil/html,GERMANY,De Gruyter,Multiple languages,1846.0,22,3
Philosophers imprint,https://www.philosophersimprint.org/,UNITED STATES,Michigan Publishing,English,2001.0,20,3
Philosophia mathematica,https://academic.oup.com/philmat,UNITED KINGDOM,Oxford University Press,English,1964.0,20,2
Philosophical explorations,,UNITED KINGDOM,Routledge,English,1998.0,20,2
Philosophical perspectives,https://onlinelibrary.wiley.com/journal/15208583,UNITED STATES,John Wiley & Sons,English,1987.0,20,2
Philosophical psychology,https://www.tandfonline.com/toc/cphp20/current,UNITED KINGDOM,Routledge,English,1988.0,20,2
Philosophical quarterly,https://academic.oup.com/pq,UNITED KINGDOM,Oxford University Press,English,1950.0,20,3
Philosophical review,https://read.dukeupress.edu/the-philosophical-review,UNITED STATES,Duke University Press,English,1892.0,20,3
Philosophical studies,https://www.springer.com/journal/11098,NETHERLANDS,Springer Nature,English,1950.0,20,3
Philosophical topics,https://www.uapress.com/philosophical-topics-journal/,UNITED STATES,"Dept. of Philosophy, University of Arkansas",English,1981.0,20,2
Philosophical transactions of the Royal Society A : mathematical physical and engineering sciences,https://royalsocietypublishing.org/journal/rsta,UNITED KINGDOM,Royal Society Publishing,English,1996.0,24,2
Philosophical transactions of the Royal Society B: biological sciences,https://royalsocietypublishing.org/journal/rstb,UNITED KINGDOM,Royal Society,English,1990.0,6,2
Philosophy,https://www.cambridge.org/core/journals/philosophy,UNITED KINGDOM,Cambridge University Press,English,1931.0,20,2
Philosophy and public affairs,https://onlinelibrary.wiley.com/journal/10884963,UNITED STATES,John Wiley & Sons,English,1971.0,20,3
Philosophy and social criticism,,UNITED STATES,SAGE,English,1978.0,20,2
Philosophy and literature,https://www.press.jhu.edu/journals/philosophy-and-literature,UNITED STATES,Johns Hopkins University Press,English,1976.0,22,3
Philosophy and phenomenological research,https://onlinelibrary.wiley.com/journal/19331592,UNITED KINGDOM,John Wiley & Sons,English,1940.0,20,3
Philosophy compass,,UNITED KINGDOM,Wiley-Blackwell,English,2006.0,20,2
Philosophy of science,https://www.journals.uchicago.edu/toc/phos/current,UNITED STATES,University of Chicago Press,English,1934.0,20,3
Philosophy of the social sciences,https://journals.sagepub.com/home/pos,UNITED STATES,SAGE,English,1971.0,20,2
Phoenix: the journal of the classical association of canada,http://phoenix.chass.utoronto.ca/,CANADA,University of Toronto Press,Multiple languages,1947.0,22,2
Phonetica,https://www.degruyter.com/journal/key/phon/html,SWITZERLAND,De Gruyter Mouton,Multiple languages,1957.0,21,3
Phonology,https://www.cambridge.org/core/journals/phonology,UNITED KINGDOM,Cambridge University Press,English,1988.0,21,3
Phronesis,https://brill.com/view/journals/phro/phro-overview.xml,NETHERLANDS,Brill,English,1955.0,20,3
Physical chemistry chemical physics,https://pubs.rsc.org/en/journals/journalissues/cp#!issues,UNITED KINGDOM,Royal Society of Chemistry,English,1999.0,3,3
Physical review letters,https://journals.aps.org/prl/,UNITED STATES,American Physical Society,English,1958.0,3,3
Physical review x,https://journals.aps.org/prx/,UNITED STATES,American Physical Society,English,2011.0,3,3
Physical therapy,https://academic.oup.com/ptj,UNITED STATES,Oxford University Press,English,1964.0,14,2
Physics in medicine and biology,http://iopscience.iop.org/journal/0031-9155,UNITED KINGDOM,Institute of Physics Publishing,English,1956.0,11,2
Physics letters B,https://www.journals.elsevier.com/physics-letters-b,NETHERLANDS,Elsevier,English,1967.0,3,3
Physics of life reviews,https://www.sciencedirect.com/journal/physics-of-life-reviews,NETHERLANDS,Elsevier,English,2004.0,11,2
Physics reports : review section of physics letters,https://www.journals.elsevier.com/physics-reports,NETHERLANDS,Elsevier,Dutch,1971.0,3,3
Physiological reviews,https://journals.physiology.org/journal/physrev,UNITED STATES,American Physiological Society,English,1921.0,11,3
Physiotherapy,,UNITED KINGDOM,Elsevier,English,1948.0,14,2
Pigment cell and melanoma research,https://onlinelibrary.wiley.com/journal/1755148x,UNITED KINGDOM,John Wiley & Sons,English,2008.0,12,2
Placenta,,UNITED KINGDOM,Elsevier,English,1980.0,13,2
Plainsong and medieval music,https://www.cambridge.org/core/journals/plainsong-and-medieval-music,UNITED KINGDOM,Cambridge University Press,English,1992.0,22,2
Planning perspectives,https://www.tandfonline.com/toc/rppe20/current,UNITED KINGDOM,Taylor & Francis,English,1986.0,22,2
Planning theory,https://journals.sagepub.com/home/plt,UNITED KINGDOM,SAGE,English,2002.0,17,2
Planning theory and practice,https://www.tandfonline.com/toc/rptp20/current,UNITED KINGDOM,Routledge,English,2000.0,17,2
Plant and cell physiology,,UNITED KINGDOM,Oxford University Press,English,1959.0,7,2
Plant and soil,https://www.springer.com/journal/11104,NETHERLANDS,Springer Nature,Multiple languages,1949.0,15,2
Plant biotechnology journal,https://onlinelibrary.wiley.com/journal/14677652,UNITED KINGDOM,Wiley-Blackwell,English,2003.0,15,3
Plant cell,,UNITED STATES,Oxford University Press,English,1989.0,7,3
Plant cell and environment,https://onlinelibrary.wiley.com/journal/13653040,UNITED KINGDOM,John Wiley & Sons,English,1978.0,6,3
Plant foods for human nutrition,,NETHERLANDS,Springer Science+Business Media,Dutch,1987.0,14,2
Plant journal,https://onlinelibrary.wiley.com/journal/1365313x,UNITED KINGDOM,John Wiley & Sons,English,1991.0,6,2
Plant pathology,https://bsppjournals.onlinelibrary.wiley.com/journal/13653059,UNITED KINGDOM,Wiley-Blackwell,English,1952.0,15,2
Plant physiology,,UNITED STATES,Oxford University Press,English,1926.0,7,3
Plasma physics and controlled fusion,https://iopscience.iop.org/journal/0741-3335,UNITED KINGDOM,Institute of Physics Publishing,English,1984.0,3,2
Plastic and reconstructive surgery,http://journals.lww.com/plasreconsurg/pages/default.aspx,UNITED KINGDOM,Williams & Wilkins,English,1963.0,13,2
PLoS biology,http://www.plosbiology.org/static/guidelines.action,UNITED STATES,Public Library of Science (PLoS),English,2003.0,7,3
PLoS computational biology,http://www.ploscompbiol.org/static/guidelines.action,UNITED STATES,Public Library of Science (PLoS),English,2005.0,7,3
